frame,t_epoch,t_rel,len,plane,tunneled,teid,ip_in_src,ip_in_dst,l4_proto,sport,dport,proto,label
1,1780399100.457459000,0.000000000,112,user,1,0x00000001,12.1.1.132,10.20.32.27,TCP,51028,7680,GTP/TCP,benign_background
2,1780399100.457463000,0.000004000,112,user,1,0x00000001,12.1.1.132,10.20.32.27,TCP,51028,7680,GTP/TCP,benign_background
3,1780399100.922480000,0.465021000,112,user,1,0x00000001,12.1.1.132,192.168.1.168,TCP,51057,7680,GTP/TCP,benign_background
4,1780399100.922484000,0.465025000,112,user,1,0x00000001,12.1.1.132,192.168.1.168,TCP,51057,7680,GTP/TCP,benign_background
5,1780399100.997977000,0.540518000,140,user,1,0x7a3ba92d,12.1.1.132,192.168.1.168,TCP,51057,7680,GTP/ICMP,benign_background
6,1780399100.997977000,0.540518000,140,user,1,0x7a3ba92d,12.1.1.132,192.168.1.168,TCP,51057,7680,GTP/ICMP,benign_background
7,1780399100.997995000,0.540536000,140,user,1,0x7a3ba92d,12.1.1.132,192.168.1.168,TCP,51057,7680,GTP/ICMP,benign_background
8,1780399100.997995000,0.540536000,140,user,1,0x7a3ba92d,12.1.1.132,192.168.1.168,TCP,51057,7680,GTP/ICMP,benign_background
9,1780399100.998006000,0.540547000,140,user,1,0x7a3ba92d,12.1.1.132,192.168.1.168,TCP,51057,7680,GTP/ICMP,benign_background
10,1780399100.998006000,0.540547000,140,user,1,0x7a3ba92d,12.1.1.132,192.168.1.168,TCP,51057,7680,GTP/ICMP,benign_background
11,1780399101.457484000,1.000025000,112,user,1,0x00000001,12.1.1.132,10.20.32.27,TCP,51028,7680,GTP/TCP,benign_background
12,1780399101.457487000,1.000028000,112,user,1,0x00000001,12.1.1.132,10.20.32.27,TCP,51028,7680,GTP/TCP,benign_background
13,1780399103.457596000,3.000137000,112,user,1,0x00000001,12.1.1.132,10.20.32.27,TCP,51028,7680,GTP/TCP,benign_background
14,1780399103.457601000,3.000142000,112,user,1,0x00000001,12.1.1.132,10.20.32.27,TCP,51028,7680,GTP/TCP,benign_background
15,1780399104.242693000,3.785234000,217,user,1,0x00000001,12.1.1.132,51.116.246.104,TCP,51027,443,GTP/TLSv1.2,benign_background
16,1780399104.242699000,3.785240000,217,user,1,0x00000001,12.1.1.132,51.116.246.104,TCP,51027,443,GTP/TCP,benign_background
17,1780399104.243295000,3.785836000,1516,user,0,,192.168.70.129,192.168.70.134,,,,IPv4,gtpu_n3_fragment
18,1780399104.243297000,3.785838000,1516,user,0,,192.168.70.129,192.168.70.134,,,,IPv4,gtpu_n3_fragment
19,1780399104.243320000,3.785861000,1233,user,1,0x00000001,12.1.1.132,51.116.246.104,TCP,51027,443,GTP/TLSv1.2,benign_background
20,1780399104.243321000,3.785862000,1233,user,1,0x00000001,12.1.1.132,51.116.246.104,TCP,51027,443,GTP/TCP,benign_background
21,1780399104.282192000,3.824733000,100,user,1,0x7a3ba92d,51.116.246.104,12.1.1.132,TCP,443,51027,GTP/TCP,benign_background
22,1780399104.282193000,3.824734000,100,user,1,0x7a3ba92d,51.116.246.104,12.1.1.132,TCP,443,51027,GTP/TCP,benign_background
23,1780399104.374829000,3.917370000,221,user,1,0x7a3ba92d,51.116.246.104,12.1.1.132,TCP,443,51027,GTP/TLSv1.2,benign_background
24,1780399104.374830000,3.917371000,221,user,1,0x7a3ba92d,51.116.246.104,12.1.1.132,TCP,443,51027,GTP/TCP,benign_background
25,1780399104.392494000,3.935035000,135,user,1,0x00000001,12.1.1.132,51.116.246.104,TCP,51027,443,GTP/TLSv1.2,benign_background
26,1780399104.392499000,3.935040000,135,user,1,0x00000001,12.1.1.132,51.116.246.104,TCP,51027,443,GTP/TCP,benign_background
27,1780399104.492212000,4.034753000,100,user,1,0x7a3ba92d,51.116.246.104,12.1.1.132,TCP,443,51027,GTP/TCP,benign_background
28,1780399104.492214000,4.034755000,100,user,1,0x7a3ba92d,51.116.246.104,12.1.1.132,TCP,443,51027,GTP/TCP,benign_background
29,1780399104.927525000,4.470066000,112,user,1,0x00000001,12.1.1.132,192.168.1.168,TCP,51057,7680,GTP/TCP,benign_background
30,1780399104.927531000,4.470072000,112,user,1,0x00000001,12.1.1.132,192.168.1.168,TCP,51057,7680,GTP/TCP,benign_background
31,1780399105.093929000,4.636470000,100,control,0,,192.168.70.132,192.168.70.129,SCTP,38412,39959,SCTP,control_ngap
32,1780399105.093933000,4.636474000,100,control,0,,192.168.70.132,192.168.70.129,SCTP,38412,39959,SCTP,control_ngap
33,1780399105.093948000,4.636489000,100,control,0,,192.168.70.129,192.168.70.132,SCTP,39959,38412,SCTP,control_ngap
34,1780399105.093950000,4.636491000,100,control,0,,192.168.70.129,192.168.70.132,SCTP,39959,38412,SCTP,control_ngap
35,1780399106.367537000,5.910078000,112,user,1,0x00000001,12.1.1.132,18.192.147.71,TCP,47430,8001,GTP/TCP,benign_background
36,1780399106.367543000,5.910084000,112,user,1,0x00000001,12.1.1.132,18.192.147.71,TCP,47430,8001,GTP/TCP,benign_background
37,1780399106.402003000,5.944544000,112,user,1,0x7a3ba92d,18.192.147.71,12.1.1.132,TCP,8001,47430,GTP/TCP,benign_background
38,1780399106.402004000,5.944545000,112,user,1,0x7a3ba92d,18.192.147.71,12.1.1.132,TCP,8001,47430,GTP/TCP,benign_background
39,1780399107.457480000,7.000021000,112,user,1,0x00000001,12.1.1.132,10.20.32.27,TCP,51028,7680,GTP/TCP,benign_background
40,1780399107.457487000,7.000028000,112,user,1,0x00000001,12.1.1.132,10.20.32.27,TCP,51028,7680,GTP/TCP,benign_background
41,1780399108.037975000,7.580516000,140,user,1,0x7a3ba92d,12.1.1.132,192.168.1.168,TCP,51057,7680,GTP/ICMP,benign_background
42,1780399108.037977000,7.580518000,140,user,1,0x7a3ba92d,12.1.1.132,192.168.1.168,TCP,51057,7680,GTP/ICMP,benign_background
43,1780399108.962503000,8.505044000,218,user,1,0x00000001,12.1.1.132,51.116.246.104,TCP,51027,443,GTP/TLSv1.2,benign_background
44,1780399108.962508000,8.505049000,218,user,1,0x00000001,12.1.1.132,51.116.246.104,TCP,51027,443,GTP/TCP,benign_background
45,1780399108.983354000,8.525895000,1516,user,0,,192.168.70.129,192.168.70.134,,,,IPv4,gtpu_n3_fragment
46,1780399108.983360000,8.525901000,1516,user,0,,192.168.70.129,192.168.70.134,,,,IPv4,gtpu_n3_fragment
47,1780399108.983388000,8.525929000,1230,user,1,0x00000001,12.1.1.132,51.116.246.104,TCP,51027,443,GTP/TLSv1.2,benign_background
48,1780399108.983389000,8.525930000,1230,user,1,0x00000001,12.1.1.132,51.116.246.104,TCP,51027,443,GTP/TCP,benign_background
49,1780399109.022320000,8.564861000,100,user,1,0x7a3ba92d,51.116.246.104,12.1.1.132,TCP,443,51027,GTP/TCP,benign_background
50,1780399109.022321000,8.564862000,100,user,1,0x7a3ba92d,51.116.246.104,12.1.1.132,TCP,443,51027,GTP/TCP,benign_background
51,1780399109.095969000,8.638510000,199,user,1,0x7a3ba92d,51.116.246.104,12.1.1.132,TCP,443,51027,GTP/TLSv1.2,benign_background
52,1780399109.095971000,8.638512000,199,user,1,0x7a3ba92d,51.116.246.104,12.1.1.132,TCP,443,51027,GTP/TCP,benign_background
53,1780399109.157468000,8.700009000,100,user,1,0x00000001,12.1.1.132,51.116.246.104,TCP,51027,443,GTP/TCP,benign_background
54,1780399109.157473000,8.700014000,100,user,1,0x00000001,12.1.1.132,51.116.246.104,TCP,51027,443,GTP/TCP,benign_background
55,1780399112.587442000,12.129983000,101,user,1,0x00000001,12.1.1.132,74.178.130.41,TCP,50421,443,GTP/SSL,benign_background
56,1780399112.587447000,12.129988000,101,user,1,0x00000001,12.1.1.132,74.178.130.41,TCP,50421,443,GTP/TCP,benign_background
57,1780399112.634930000,12.177471000,112,user,1,0x7a3ba92d,74.178.130.41,12.1.1.132,TCP,443,50421,GTP/TCP,benign_background
58,1780399112.634931000,12.177472000,112,user,1,0x7a3ba92d,74.178.130.41,12.1.1.132,TCP,443,50421,GTP/TCP,benign_background
59,1780399112.937504000,12.480045000,112,user,1,0x00000001,12.1.1.132,192.168.1.168,TCP,51057,7680,GTP/TCP,benign_background
60,1780399112.937510000,12.480051000,112,user,1,0x00000001,12.1.1.132,192.168.1.168,TCP,51057,7680,GTP/TCP,benign_background
61,1780399115.462487000,15.005028000,112,user,1,0x00000001,12.1.1.132,10.20.32.27,TCP,51028,7680,GTP/TCP,benign_background
62,1780399115.462493000,15.005034000,112,user,1,0x00000001,12.1.1.132,10.20.32.27,TCP,51028,7680,GTP/TCP,benign_background
63,1780399116.037988000,15.580529000,140,user,1,0x7a3ba92d,12.1.1.132,192.168.1.168,TCP,51057,7680,GTP/ICMP,benign_background
64,1780399116.037989000,15.580530000,140,user,1,0x7a3ba92d,12.1.1.132,192.168.1.168,TCP,51057,7680,GTP/ICMP,benign_background
65,1780399117.894919000,17.437460000,100,control,0,,192.168.70.129,192.168.70.132,SCTP,39959,38412,SCTP,control_ngap
66,1780399117.894922000,17.437463000,100,control,0,,192.168.70.129,192.168.70.132,SCTP,39959,38412,SCTP,control_ngap
67,1780399117.894938000,17.437479000,100,control,0,,192.168.70.132,192.168.70.129,SCTP,38412,39959,SCTP,control_ngap
68,1780399117.894939000,17.437480000,100,control,0,,192.168.70.132,192.168.70.129,SCTP,38412,39959,SCTP,control_ngap
69,1780399118.470292000,18.012833000,112,user,1,0x7a3ba92d,18.192.147.71,12.1.1.132,TCP,8001,47430,GTP/TCP,benign_background
70,1780399118.470293000,18.012834000,112,user,1,0x7a3ba92d,18.192.147.71,12.1.1.132,TCP,8001,47430,GTP/TCP,benign_background
71,1780399118.487488000,18.030029000,112,user,1,0x00000001,12.1.1.132,18.192.147.71,TCP,47430,8001,GTP/TCP,benign_background
72,1780399118.487494000,18.030035000,112,user,1,0x00000001,12.1.1.132,18.192.147.71,TCP,47430,8001,GTP/TCP,benign_background
73,1780399122.152477000,21.695018000,101,user,1,0x00000001,12.1.1.132,142.251.168.188,TCP,50482,5228,GTP/TCP,benign_background
74,1780399122.152483000,21.695024000,101,user,1,0x00000001,12.1.1.132,142.251.168.188,TCP,50482,5228,GTP/TCP,benign_background
75,1780399122.176342000,21.718883000,112,user,1,0x7a3ba92d,142.251.168.188,12.1.1.132,TCP,5228,50482,GTP/TCP,benign_background
76,1780399122.176344000,21.718885000,112,user,1,0x7a3ba92d,142.251.168.188,12.1.1.132,TCP,5228,50482,GTP/TCP,benign_background
77,1780399123.137476000,22.680017000,112,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TCP,benign_background
78,1780399123.137483000,22.680024000,112,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TCP,benign_background
79,1780399123.144549000,22.687090000,112,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
80,1780399123.144549000,22.687090000,112,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
81,1780399123.162472000,22.705013000,100,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TCP,benign_background
82,1780399123.162476000,22.705017000,100,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TCP,benign_background
83,1780399123.252513000,22.795054000,381,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TLSv1,benign_background
84,1780399123.252517000,22.795058000,381,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TCP,benign_background
85,1780399123.258122000,22.800663000,100,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
86,1780399123.258122000,22.800663000,100,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
87,1780399123.260549000,22.803090000,1512,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TLSv1.3,benign_background
88,1780399123.260549000,22.803090000,1512,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
89,1780399123.260588000,22.803129000,1512,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
90,1780399123.260589000,22.803130000,1512,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
91,1780399123.260637000,22.803178000,929,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TLSv1.3,benign_background
92,1780399123.260637000,22.803178000,929,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
93,1780399123.282441000,22.824982000,100,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TCP,benign_background
94,1780399123.282444000,22.824985000,100,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TCP,benign_background
95,1780399123.427565000,22.970106000,250,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TLSv1.3,benign_background
96,1780399123.427569000,22.970110000,250,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TCP,benign_background
97,1780399123.427607000,22.970148000,208,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TLSv1.3,benign_background
98,1780399123.427607000,22.970148000,208,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TCP,benign_background
99,1780399123.432847000,22.975388000,162,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TLSv1.3,benign_background
100,1780399123.432848000,22.975389000,162,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
101,1780399123.433026000,22.975567000,131,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TLSv1.3,benign_background
102,1780399123.433026000,22.975567000,131,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
103,1780399123.452481000,22.995022000,100,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TCP,benign_background
104,1780399123.452484000,22.995025000,100,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TCP,benign_background
105,1780399123.452509000,22.995050000,131,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TLSv1.3,benign_background
106,1780399123.452510000,22.995051000,131,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TCP,benign_background
107,1780399123.463474000,23.006015000,100,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
108,1780399123.463474000,23.006015000,100,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
109,1780399123.558651000,23.101192000,476,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TLSv1.3,benign_background
110,1780399123.558652000,23.101193000,476,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
111,1780399123.558670000,23.101211000,320,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TLSv1.3,benign_background
112,1780399123.558670000,23.101211000,320,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
113,1780399123.570437000,23.112978000,222,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TLSv1.3,benign_background
114,1780399123.570437000,23.112978000,222,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
115,1780399123.570525000,23.113066000,139,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TLSv1.3,benign_background
116,1780399123.570525000,23.113066000,139,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
117,1780399123.577512000,23.120053000,100,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TCP,benign_background
118,1780399123.577517000,23.120058000,100,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TCP,benign_background
119,1780399123.577550000,23.120091000,148,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TLSv1.3,benign_background
120,1780399123.577551000,23.120092000,148,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TCP,benign_background
121,1780399123.582637000,23.125178000,100,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
122,1780399123.582638000,23.125179000,100,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
123,1780399123.592517000,23.135058000,100,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TCP,benign_background
124,1780399123.592520000,23.135061000,100,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TCP,benign_background
125,1780399123.592534000,23.135075000,187,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TLSv1.3,benign_background
126,1780399123.592534000,23.135075000,187,user,1,0x00000001,12.1.1.132,34.120.177.193,TCP,51305,443,GTP/TCP,benign_background
127,1780399123.592553000,23.135094000,112,user,1,0x00000001,12.1.1.132,185.199.111.133,TCP,51306,443,GTP/TCP,benign_background
128,1780399123.592554000,23.135095000,112,user,1,0x00000001,12.1.1.132,185.199.111.133,TCP,51306,443,GTP/TCP,benign_background
129,1780399123.597595000,23.140136000,100,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
130,1780399123.597596000,23.140137000,100,user,1,0x7a3ba92d,34.120.177.193,12.1.1.132,TCP,443,51305,GTP/TCP,benign_background
131,1780399123.598885000,23.141426000,112,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TCP,benign_background
132,1780399123.598885000,23.141426000,112,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TCP,benign_background
133,1780399123.627695000,23.170236000,100,user,1,0x00000001,12.1.1.132,185.199.111.133,TCP,51306,443,GTP/TCP,benign_background
134,1780399123.627700000,23.170241000,100,user,1,0x00000001,12.1.1.132,185.199.111.133,TCP,51306,443,GTP/TCP,benign_background
135,1780399123.627732000,23.170273000,395,user,1,0x00000001,12.1.1.132,185.199.111.133,TCP,51306,443,GTP/TLSv1,benign_background
136,1780399123.627733000,23.170274000,395,user,1,0x00000001,12.1.1.132,185.199.111.133,TCP,51306,443,GTP/TCP,benign_background
137,1780399123.633067000,23.175608000,100,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TCP,benign_background
138,1780399123.633068000,23.175609000,100,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TCP,benign_background
139,1780399123.634916000,23.177457000,1492,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TLSv1.3,benign_background
140,1780399123.634917000,23.177458000,1492,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TCP,benign_background
141,1780399123.634943000,23.177484000,1492,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TCP,benign_background
142,1780399123.634943000,23.177484000,1492,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TCP,benign_background
143,1780399123.634989000,23.177530000,516,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TLSv1.3,benign_background
144,1780399123.634989000,23.177530000,516,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,TCP,benign_background
145,1780399123.652475000,23.195016000,100,user,1,0x00000001,12.1.1.132,185.199.111.133,TCP,51306,443,GTP/TCP,benign_background
146,1780399123.652479000,23.195020000,100,user,1,0x00000001,12.1.1.132,185.199.111.133,TCP,51306,443,GTP/TCP,benign_background
147,1780399123.757614000,23.300155000,164,user,1,0x00000001,12.1.1.132,185.199.111.133,TCP,51306,443,GTP/TLSv1.3,benign_background
148,1780399123.757619000,23.300160000,164,user,1,0x00000001,12.1.1.132,185.199.111.133,TCP,51306,443,GTP/TCP,benign_background
149,1780399123.757650000,23.300191000,284,user,1,0x00000001,12.1.1.132,185.199.111.133,TCP,51306,443,GTP/TLSv1.3,benign_background
150,1780399123.757651000,23.300192000,284,user,1,0x00000001,12.1.1.132,185.199.111.133,TCP,51306,443,GTP/TCP,benign_background
151,1780399123.762669000,23.305210000,100,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TCP,benign_background
152,1780399123.762670000,23.305211000,100,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TCP,benign_background
153,1780399123.762821000,23.305362000,100,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TCP,benign_background
154,1780399123.762821000,23.305362000,100,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TCP,benign_background
155,1780399123.762868000,23.305409000,165,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TLSv1.3,benign_background
156,1780399123.762869000,23.305410000,165,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TCP,benign_background
157,1780399123.763315000,23.305856000,832,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TLSv1.3,benign_background
158,1780399123.763315000,23.305856000,832,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TCP,benign_background
159,1780399123.782450000,23.324991000,100,user,1,0x00000001,12.1.1.132,185.199.111.133,TCP,51306,443,GTP/TCP,benign_background
160,1780399123.782453000,23.324994000,100,user,1,0x00000001,12.1.1.132,185.199.111.133,TCP,51306,443,GTP/TCP,benign_background
161,1780399123.782481000,23.325022000,131,user,1,0x00000001,12.1.1.132,185.199.111.133,TCP,51306,443,GTP/TLSv1.3,benign_background
162,1780399123.782481000,23.325022000,131,user,1,0x00000001,12.1.1.132,185.199.111.133,TCP,51306,443,GTP/TCP,benign_background
163,1780399123.787467000,23.330008000,100,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TCP,benign_background
164,1780399123.787468000,23.330009000,100,user,1,0x7a3ba92d,185.199.111.133,12.1.1.132,TCP,443,51306,GTP/TCP,benign_background
165,1780399125.609939000,25.152480000,112,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56942,18009,GTP/TCP,attack_tomcat_rce
166,1780399125.609940000,25.152481000,112,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56942,18009,GTP/TCP,attack_tomcat_rce
167,1780399125.627442000,25.169983000,112,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56942,GTP/TCP,attack_tomcat_rce
168,1780399125.627447000,25.169988000,112,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56942,GTP/TCP,attack_tomcat_rce
169,1780399125.627855000,25.170396000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56942,18009,GTP/TCP,attack_tomcat_rce
170,1780399125.627855000,25.170396000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56942,18009,GTP/TCP,attack_tomcat_rce
171,1780399125.632305000,25.174846000,299,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56942,18009,GTP/TCP,attack_tomcat_rce
172,1780399125.632306000,25.174847000,299,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56942,18009,GTP/TCP,attack_tomcat_rce
173,1780399125.632496000,25.175037000,422,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56942,18009,GTP/HTTP,attack_tomcat_rce
174,1780399125.632496000,25.175037000,422,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56942,18009,GTP/TCP,attack_tomcat_rce
175,1780399125.652429000,25.194970000,100,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56942,GTP/TCP,attack_tomcat_rce
176,1780399125.652433000,25.194974000,100,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56942,GTP/TCP,attack_tomcat_rce
177,1780399125.962479000,25.505020000,173,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56942,GTP/HTTP,attack_tomcat_rce
178,1780399125.962485000,25.505026000,173,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56942,GTP/TCP,attack_tomcat_rce
179,1780399125.964250000,25.506791000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56942,18009,GTP/TCP,attack_tomcat_rce
180,1780399125.964250000,25.506791000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56942,18009,GTP/TCP,attack_tomcat_rce
181,1780399125.982456000,25.524997000,100,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56942,GTP/TCP,attack_tomcat_rce
182,1780399125.982458000,25.524999000,100,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56942,GTP/TCP,attack_tomcat_rce
183,1780399125.982471000,25.525012000,100,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56942,GTP/TCP,attack_tomcat_rce
184,1780399125.982472000,25.525013000,100,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56942,GTP/TCP,attack_tomcat_rce
185,1780399125.982800000,25.525341000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56942,18009,GTP/TCP,attack_tomcat_rce
186,1780399125.982800000,25.525341000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56942,18009,GTP/TCP,attack_tomcat_rce
187,1780399126.965683000,26.508224000,112,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56943,18009,GTP/TCP,attack_tomcat_rce
188,1780399126.965685000,26.508226000,112,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56943,18009,GTP/TCP,attack_tomcat_rce
189,1780399126.982453000,26.524994000,112,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56943,GTP/TCP,attack_tomcat_rce
190,1780399126.982457000,26.524998000,112,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56943,GTP/TCP,attack_tomcat_rce
191,1780399126.982851000,26.525392000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56943,18009,GTP/TCP,attack_tomcat_rce
192,1780399126.982852000,26.525393000,100,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56943,18009,GTP/TCP,attack_tomcat_rce
193,1780399126.982943000,26.525484000,262,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56943,18009,GTP/HTTP,attack_tomcat_rce
194,1780399126.982943000,26.525484000,262,user,1,0x7a3ba92d,192.168.1.205,12.1.1.132,TCP,56943,18009,GTP/TCP,attack_tomcat_rce
195,1780399127.047490000,26.590031000,100,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56943,GTP/TCP,attack_tomcat_rce
196,1780399127.047495000,26.590036000,100,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56943,GTP/TCP,attack_tomcat_rce
197,1780399128.417534000,27.960075000,273,user,1,0x00000001,12.1.1.132,192.168.1.205,TCP,18009,56943,GTP/HTTP,attack_tomcat_rce
