frame,t_epoch,t_rel,len,plane,tunneled,teid,ip_in_src,ip_in_dst,l4_proto,sport,dport,proto,label
6732,1780399324.757048000,224.299589000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6733,1780399324.757060000,224.299601000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6734,1780399324.757060000,224.299601000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6735,1780399324.757597000,224.300138000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6736,1780399324.757598000,224.300139000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6737,1780399324.757788000,224.300329000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6738,1780399324.757789000,224.300330000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6739,1780399324.757800000,224.300341000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6740,1780399324.757800000,224.300341000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6741,1780399324.758367000,224.300908000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6742,1780399324.758367000,224.300908000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6743,1780399324.758558000,224.301099000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6744,1780399324.758558000,224.301099000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6745,1780399324.758569000,224.301110000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6746,1780399324.758570000,224.301111000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6747,1780399324.759077000,224.301618000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6748,1780399324.759077000,224.301618000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6749,1780399324.759267000,224.301808000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6750,1780399324.759267000,224.301808000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6751,1780399324.759279000,224.301820000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6752,1780399324.759279000,224.301820000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6753,1780399324.759845000,224.302386000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6754,1780399324.759845000,224.302386000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6755,1780399324.760038000,224.302579000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6756,1780399324.760038000,224.302579000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6757,1780399324.760050000,224.302591000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6758,1780399324.760050000,224.302591000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6759,1780399324.760594000,224.303135000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6760,1780399324.760594000,224.303135000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6761,1780399324.760819000,224.303360000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6762,1780399324.760819000,224.303360000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6763,1780399324.760831000,224.303372000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6764,1780399324.760831000,224.303372000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6765,1780399324.761357000,224.303898000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6766,1780399324.761357000,224.303898000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6767,1780399324.761547000,224.304088000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6768,1780399324.761547000,224.304088000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6769,1780399324.761559000,224.304100000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6770,1780399324.761559000,224.304100000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6771,1780399324.762100000,224.304641000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6772,1780399324.762100000,224.304641000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6773,1780399324.762295000,224.304836000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6774,1780399324.762295000,224.304836000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6775,1780399324.762308000,224.304849000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6776,1780399324.762309000,224.304850000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6777,1780399324.762846000,224.305387000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6778,1780399324.762846000,224.305387000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6779,1780399324.763036000,224.305577000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6780,1780399324.763036000,224.305577000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6781,1780399324.763047000,224.305588000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6782,1780399324.763047000,224.305588000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6783,1780399324.764677000,224.307218000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6784,1780399324.764677000,224.307218000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6785,1780399324.764870000,224.307411000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6786,1780399324.764870000,224.307411000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6787,1780399324.764882000,224.307423000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6788,1780399324.764882000,224.307423000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6789,1780399324.764894000,224.307435000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6790,1780399324.764894000,224.307435000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6791,1780399324.764922000,224.307463000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6792,1780399324.764922000,224.307463000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6793,1780399324.764925000,224.307466000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6794,1780399324.764925000,224.307466000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6795,1780399324.765256000,224.307797000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6796,1780399324.765256000,224.307797000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6797,1780399324.765268000,224.307809000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6798,1780399324.765268000,224.307809000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6799,1780399324.765281000,224.307822000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6800,1780399324.765281000,224.307822000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6801,1780399324.772392000,224.314933000,100,user,1,0x00000001,12.1.1.132,23.211.135.58,TCP,63424,443,GTP/TCP,benign_background
6802,1780399324.772394000,224.314935000,100,user,1,0x00000001,12.1.1.132,23.211.135.58,TCP,63424,443,GTP/TCP,benign_background
6803,1780399324.777047000,224.319588000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6804,1780399324.777047000,224.319588000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6805,1780399324.777223000,224.319764000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6806,1780399324.777223000,224.319764000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6807,1780399324.777235000,224.319776000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6808,1780399324.777235000,224.319776000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6809,1780399324.777414000,224.319955000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6810,1780399324.777414000,224.319955000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6811,1780399324.777607000,224.320148000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6812,1780399324.777607000,224.320148000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6813,1780399324.777619000,224.320160000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6814,1780399324.777619000,224.320160000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6815,1780399324.828008000,224.370549000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6816,1780399324.828009000,224.370550000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6817,1780399324.828173000,224.370714000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6818,1780399324.828173000,224.370714000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6819,1780399324.842482000,224.385023000,100,user,1,0x00000001,12.1.1.132,23.211.135.58,TCP,63424,443,GTP/TCP,benign_background
6820,1780399324.842484000,224.385025000,100,user,1,0x00000001,12.1.1.132,23.211.135.58,TCP,63424,443,GTP/TCP,benign_background
6821,1780399324.842493000,224.385034000,100,user,1,0x00000001,12.1.1.132,23.211.135.58,TCP,63424,443,GTP/TCP,benign_background
6822,1780399324.842493000,224.385034000,100,user,1,0x00000001,12.1.1.132,23.211.135.58,TCP,63424,443,GTP/TCP,benign_background
6823,1780399324.842496000,224.385037000,100,user,1,0x00000001,12.1.1.132,23.211.135.58,TCP,63424,443,GTP/TCP,benign_background
6824,1780399324.842497000,224.385038000,100,user,1,0x00000001,12.1.1.132,23.211.135.58,TCP,63424,443,GTP/TCP,benign_background
6825,1780399324.842500000,224.385041000,100,user,1,0x00000001,12.1.1.132,23.211.135.58,TCP,63424,443,GTP/TCP,benign_background
6826,1780399324.842500000,224.385041000,100,user,1,0x00000001,12.1.1.132,23.211.135.58,TCP,63424,443,GTP/TCP,benign_background
6827,1780399324.842505000,224.385046000,100,user,1,0x00000001,12.1.1.132,23.211.135.58,TCP,63424,443,GTP/TCP,benign_background
6828,1780399324.842505000,224.385046000,100,user,1,0x00000001,12.1.1.132,23.211.135.58,TCP,63424,443,GTP/TCP,benign_background
6829,1780399324.842508000,224.385049000,100,user,1,0x00000001,12.1.1.132,23.211.135.58,TCP,63424,443,GTP/TCP,benign_background
6830,1780399324.842508000,224.385049000,100,user,1,0x00000001,12.1.1.132,23.211.135.58,TCP,63424,443,GTP/TCP,benign_background
6831,1780399324.842511000,224.385052000,100,user,1,0x00000001,12.1.1.132,23.211.135.58,TCP,63424,443,GTP/TCP,benign_background
6832,1780399324.842511000,224.385052000,100,user,1,0x00000001,12.1.1.132,23.211.135.58,TCP,63424,443,GTP/TCP,benign_background
6833,1780399324.847060000,224.389601000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6834,1780399324.847061000,224.389602000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6835,1780399324.847236000,224.389777000,701,user,1,0x7a3ba92d,23.211.135.58,12.1.1.132,TCP,443,63424,GTP/TLSv1.3,benign_background
6836,1780399324.847236000,224.389777000,701,user,1,0x7a3ba92d,23.211.135.58,12.1.1.132,TCP,443,63424,GTP/TCP,benign_background
6837,1780399324.862411000,224.404952000,100,user,1,0x00000001,12.1.1.132,23.211.135.58,TCP,63424,443,GTP/TCP,benign_background
6838,1780399324.862413000,224.404954000,100,user,1,0x00000001,12.1.1.132,23.211.135.58,TCP,63424,443,GTP/TCP,benign_background
6839,1780399325.037456000,224.579997000,120,user,1,0x00000001,12.1.1.132,8.8.8.8,UDP,32858,53,GTP/DNS,benign_background
6840,1780399325.037461000,224.580002000,120,user,1,0x00000001,12.1.1.132,8.8.8.8,UDP,32858,53,GTP/DNS,benign_background
6841,1780399325.037476000,224.580017000,120,user,1,0x00000001,12.1.1.132,8.8.8.8,UDP,49420,53,GTP/DNS,benign_background
6842,1780399325.037477000,224.580018000,120,user,1,0x00000001,12.1.1.132,8.8.8.8,UDP,49420,53,GTP/DNS,benign_background
6843,1780399325.044722000,224.587263000,321,user,1,0x7a3ba92d,8.8.8.8,12.1.1.132,UDP,53,32858,GTP/DNS,benign_background
6844,1780399325.044723000,224.587264000,321,user,1,0x7a3ba92d,8.8.8.8,12.1.1.132,UDP,53,32858,GTP/DNS,benign_background
6845,1780399325.049324000,224.591865000,388,user,1,0x7a3ba92d,8.8.8.8,12.1.1.132,UDP,53,49420,GTP/DNS,benign_background
6846,1780399325.049324000,224.591865000,388,user,1,0x7a3ba92d,8.8.8.8,12.1.1.132,UDP,53,49420,GTP/DNS,benign_background
6847,1780399325.077432000,224.619973000,112,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6848,1780399325.077435000,224.619976000,112,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6849,1780399325.083542000,224.626083000,112,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6850,1780399325.083542000,224.626083000,112,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6851,1780399325.147438000,224.689979000,100,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6852,1780399325.147441000,224.689982000,100,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6853,1780399325.218765000,224.761306000,823,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/SSL,benign_background
6854,1780399325.218769000,224.761310000,823,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6855,1780399325.223256000,224.765797000,112,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6856,1780399325.223257000,224.765798000,112,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6857,1780399325.428123000,224.970664000,1484,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6858,1780399325.428128000,224.970669000,1484,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6859,1780399325.432717000,224.975258000,120,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6860,1780399325.432718000,224.975259000,120,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6861,1780399325.542716000,225.085257000,1484,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6862,1780399325.542720000,225.085261000,1484,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6863,1780399325.542734000,225.085275000,823,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6864,1780399325.542735000,225.085276000,823,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6865,1780399325.548448000,225.090989000,112,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6866,1780399325.548449000,225.090990000,112,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6867,1780399325.549608000,225.092149000,364,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TLSv1.3,benign_background
6868,1780399325.549609000,225.092150000,364,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6869,1780399325.567605000,225.110146000,1484,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6870,1780399325.567609000,225.110150000,1484,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6871,1780399325.572216000,225.114757000,112,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6872,1780399325.572216000,225.114757000,112,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6873,1780399325.592730000,225.135271000,180,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TLSv1.3,benign_background
6874,1780399325.592733000,225.135274000,180,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6875,1780399325.592743000,225.135284000,192,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TLSv1.3,benign_background
6876,1780399325.592743000,225.135284000,192,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6877,1780399325.592746000,225.135287000,730,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TLSv1.3,benign_background
6878,1780399325.592747000,225.135288000,730,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6879,1780399325.597879000,225.140420000,100,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6880,1780399325.597879000,225.140420000,100,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6881,1780399325.597895000,225.140436000,100,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6882,1780399325.597895000,225.140436000,100,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6883,1780399325.597939000,225.140480000,100,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6884,1780399325.597940000,225.140481000,100,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6885,1780399325.597990000,225.140531000,411,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TLSv1.3,benign_background
6886,1780399325.597990000,225.140531000,411,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6887,1780399325.601862000,225.144403000,161,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TLSv1.3,benign_background
6888,1780399325.601862000,225.144403000,161,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6889,1780399325.601894000,225.144435000,131,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TLSv1.3,benign_background
6890,1780399325.601894000,225.144435000,131,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6891,1780399325.601946000,225.144487000,727,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TLSv1.3,benign_background
6892,1780399325.601947000,225.144488000,727,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6893,1780399325.605337000,225.147878000,131,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TLSv1.3,benign_background
6894,1780399325.605337000,225.147878000,131,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6895,1780399325.632486000,225.175027000,100,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6896,1780399325.632489000,225.175030000,100,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6897,1780399325.632508000,225.175049000,131,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TLSv1.3,benign_background
6898,1780399325.632508000,225.175049000,131,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6899,1780399325.632512000,225.175053000,135,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TLSv1.3,benign_background
6900,1780399325.632512000,225.175053000,135,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6901,1780399325.637100000,225.179641000,100,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6902,1780399325.637100000,225.179641000,100,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6903,1780399325.677368000,225.219909000,100,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6904,1780399325.677372000,225.219913000,100,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6905,1780399325.752438000,225.294979000,117,user,1,0x00000001,12.1.1.132,8.8.8.8,UDP,56622,53,GTP/DNS,benign_background
6906,1780399325.752440000,225.294981000,117,user,1,0x00000001,12.1.1.132,8.8.8.8,UDP,56622,53,GTP/DNS,benign_background
6907,1780399325.752450000,225.294991000,117,user,1,0x00000001,12.1.1.132,8.8.8.8,UDP,42545,53,GTP/DNS,benign_background
6908,1780399325.752450000,225.294991000,117,user,1,0x00000001,12.1.1.132,8.8.8.8,UDP,42545,53,GTP/DNS,benign_background
6909,1780399325.759682000,225.302223000,295,user,1,0x7a3ba92d,8.8.8.8,12.1.1.132,UDP,53,56622,GTP/DNS,benign_background
6910,1780399325.759682000,225.302223000,295,user,1,0x7a3ba92d,8.8.8.8,12.1.1.132,UDP,53,56622,GTP/DNS,benign_background
6911,1780399325.763582000,225.306123000,282,user,1,0x7a3ba92d,8.8.8.8,12.1.1.132,UDP,53,42545,GTP/DNS,benign_background
6912,1780399325.763582000,225.306123000,282,user,1,0x7a3ba92d,8.8.8.8,12.1.1.132,UDP,53,42545,GTP/DNS,benign_background
6913,1780399325.772421000,225.314962000,112,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,54125,443,GTP/TCP,benign_background
6914,1780399325.772423000,225.314964000,112,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,54125,443,GTP/TCP,benign_background
6915,1780399325.778380000,225.320921000,112,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,54125,GTP/TCP,benign_background
6916,1780399325.778380000,225.320921000,112,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,54125,GTP/TCP,benign_background
6917,1780399325.803340000,225.345881000,1338,user,1,0x00000001,12.1.1.132,2.17.112.67,UDP,59155,443,GTP/QUIC,benign_background
6918,1780399325.803347000,225.345888000,1338,user,1,0x00000001,12.1.1.132,2.17.112.67,UDP,59155,443,GTP/QUIC,benign_background
6919,1780399325.803373000,225.345914000,1338,user,1,0x00000001,12.1.1.132,2.17.112.67,UDP,59155,443,GTP/QUIC,benign_background
6920,1780399325.803374000,225.345915000,1338,user,1,0x00000001,12.1.1.132,2.17.112.67,UDP,59155,443,GTP/QUIC,benign_background
6921,1780399325.803383000,225.345924000,405,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TLSv1.3,benign_background
6922,1780399325.803384000,225.345925000,405,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6923,1780399325.803390000,225.345931000,100,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,54125,443,GTP/TCP,benign_background
6924,1780399325.803391000,225.345932000,100,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,54125,443,GTP/TCP,benign_background
6925,1780399325.812274000,225.354815000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6926,1780399325.812275000,225.354816000,1516,user,0,,192.168.70.134,192.168.70.129,,,,IPv4,gtpu_n3_fragment
6927,1780399325.812296000,225.354837000,576,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TLSv1.3,benign_background
6928,1780399325.812296000,225.354837000,576,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6929,1780399325.813811000,225.356352000,133,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TLSv1.3,benign_background
6930,1780399325.813811000,225.356352000,133,user,1,0x7a3ba92d,23.211.135.18,12.1.1.132,TCP,443,49647,GTP/TCP,benign_background
6931,1780399325.867637000,225.410178000,1484,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,54125,443,GTP/SSL,benign_background
6932,1780399325.867643000,225.410184000,1484,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,54125,443,GTP/TCP,benign_background
6933,1780399325.868272000,225.410813000,759,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,54125,443,GTP/TLSv1.2,benign_background
6934,1780399325.868274000,225.410815000,759,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,54125,443,GTP/TCP,benign_background
6935,1780399325.868286000,225.410827000,100,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6936,1780399325.868287000,225.410828000,100,user,1,0x00000001,12.1.1.132,23.211.135.18,TCP,49647,443,GTP/TCP,benign_background
6937,1780399325.868295000,225.410836000,133,user,1,0x00000001,12.1.1.132,8.8.8.8,UDP,55223,53,GTP/DNS,benign_background
6938,1780399325.868295000,225.410836000,133,user,1,0x00000001,12.1.1.132,8.8.8.8,UDP,55223,53,GTP/DNS,benign_background
6939,1780399325.868302000,225.410843000,133,user,1,0x00000001,12.1.1.132,8.8.8.8,UDP,41033,53,GTP/DNS,benign_background
